order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD257000,ID0746907670,2019-07-04 00:00:00,Bakers,"[('iAssist Line', 1), ('Thunder line', 2), ('Olivia x460', 2)]",9035,75.5,-37.8260709,145.01701440000005,10,8207.0,Winter,False,2.6213,five stars perfect,True
ORD401623,ID0355818836,2019-04-28 00:00:00,Bakers,"[('Thunder line', 1), ('Olivia x460', 2), ('Candle Inferno', 1)]",5060,61.68,-37.81013770000001,144.9965834,0,13141.68,Autumn,False,0.1199,five stars i received fast less one week and perfect,True
ORD441331,ID0443530298,2019-09-01 00:00:00,Bakers,"[('iStream', 1), ('Candle Inferno', 2)]",1010,101.81,-37.8141328,145.00470990000005,5,1061.31,Spring,True,0.9523,love it great lil phone for the price :),True
ORD391570,ID0349918467,2019-04-20 00:00:00,Bakers,"[('Thunder line', 2), ('iAssist Line', 1)]",6585,67.68,-37.8191354,145.0101101,25,5006.43,Autumn,False,1.6574,"great looking and fast...very pleased!!! simply love this little phone, i hope olivia can continue to make theme. gorgeous looks, especially in the right case (i got the black rubberized protector for it--sold on digico). friends are amazed at how fast this phone really is.",True
ORD379438,ID0579486396,2019-07-26 00:00:00,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2)]",3320,74.93,-37.8169204,144.9510756,10,3062.93,Winter,True,0.5896,it's a flagship phone its worth the $ and it's new tech!! plus its neat!!! more than happy with it.,True
ORD092747,ID3208518303,2019-08-04 00:00:00,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 1)]",5550,67.79,-37.8065523,144.9651534,15,4785.29,Winter,False,1.3952,good job perfect,True
ORD192713,ID2170946982,2019-06-29 00:00:00,Bakers,"[('iStream', 2), ('Alcon 10', 2), ('Lucent 330S', 2)]",20660,53.28,-37.8018716,144.9841585,0,20713.28,Winter,False,1.3291,not a true unlocked phone. phone is not truely unlocked. not compatible with sprint or verizon.,False
ORD070302,ID2906505246,2019-06-18 00:00:00,Thompson,"[('Olivia x460', 2), ('iStream', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",8510,73.35,-37.8096867,144.947529,25,6455.85,Winter,True,0.3349,good phone easy set up. delivered on time as promised.,True
ORD492479,ID4283908119,2019-07-19 00:00:00,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1), ('Candle Inferno', 2), ('Lucent 330S', 1)]",8590,53.35,-37.80828,144.9768389,25,6495.85,Winter,False,1.315,desbloqueo falso la traducción en español manifiesta gsm desbloqueado y resulta q tiene bloqueo estoy fuera de estados unidos y no puedo devolver digico no me da solución,False
ORD317169,ID3144992713,2019-01-23 00:00:00,Bakers,"[('Toshika 750', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",13280,77.29,-37.81383710000001,144.98873989999996,5,12693.29,Summer,True,0.7133,smells like cigarettes! makes me sick every time i use ... phone is awful! the previous owner was a smoker! smells like cigarettes! makes me sick every time i use it. i have tried to clean it and nothing works. i am really disappointed!,False
ORD189345,ID0581741508,2019-04-14 00:00:00,Thompson,"[('pearTV', 1), ('Candle Inferno', 2), ('Thunder line', 2)]",11530,69.17,-37.8047461,144.9285066,25,8716.67,Autumn,False,1.8557,new technologies would ptotect your id better i am still learningto use the phone.,True
ORD452994,ID3085953531,2019-03-07 00:00:00,Nickolson,"[('Toshika 750', 1), ('Thunder line', 2), ('Olivia x460', 1), ('Universe Note', 2)]",16805,78.55,-37.8161657,144.9752775,0,16883.55,Autumn,True,0.5716,"amazing phone a little trouble with packaging and accessories everything is perfect with the device but one of the sides of the box was ripped. plus they gave me an adapter that works for england, not the us version.",True
ORD035879,ID0664378492,2019-03-23 00:00:00,Bakers,"[('Alcon 10', 1), ('Olivia x460', 2)]",11400,63.89,-37.8204028,144.9666114,0,11463.89,Autumn,False,0.3276,we love it this had mixed reviews but the one we recieved works very well. my daughter lives it and hasn't complained at all about this phone. she was used to an older phone and she loved the battery life on this phone.,True
ORD113061,ID0777783433,2019-02-05 00:00:00,Thompson,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760,60.56,-37.80479370000001,144.95335500000004,5,7432.56,Summer,False,1.0368,keys on the phone stop working keys on the phone stop working,False
ORD498122,ID0664379117,2019-04-12 00:00:00,Nickolson,"[('iAssist Line', 1), ('Thunder line', 1), ('Universe Note', 1)]",7855,63.28,-37.8206459,144.96542730000004,15,6740.03,Autumn,False,0.4285,five stars price was great and it works well,True
ORD216595,ID1889062696,2019-11-12 00:00:00,Bakers,"[('Candle Inferno', 1), ('Olivia x460', 1), ('iStream', 2), ('Thunder line', 1)]",4135,58.65,-37.8096129,144.9913663,10,3780.15,Spring,False,0.3426,"phone was supposed to be factory unlocked, came locked with t-mobile i ordered a factory unlocked phone for a reason. i will update this review when they answer my request for a new phone unlocked per the offer and without t-mobile or any other provider apps on it.",False
ORD309949,ID0575434357,2019-04-19 00:00:00,Bakers,"[('iAssist Line', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",7760,68.04,-37.8210659,144.9843399,0,7828.04,Autumn,False,1.3292,good job i got my universe s6 edge plus just like described and gotta say it's in extreme good condition for being a used handset i highly recommend getting a phone here with this kind people,True
ORD017012,ID3208518295,2019-08-03 00:00:00,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 1), ('iStream', 1), ('Universe Note', 1)]",9275,68.21,-37.8057963,144.9646323,15,7951.96,Winter,False,1.4889,five stars excellent cellphone. battery is amazing.,True
ORD376481,ID0638051739,2019-11-12 00:00:00,Nickolson,"[('iStream', 2), ('Toshika 750', 2), ('Universe Note', 1)]",12390,72.98,-37.8180536,144.96622380000005,5,11843.48,Spring,False,0.2987,the quality for the price is right on target my son loves this phone,True
ORD400174,ID0310949036,2019-10-02 00:00:00,Bakers,"[('Thunder line', 1), ('Universe Note', 2)]",9080,99.11,-37.8054408,145.0013645,15,7817.11,Spring,True,0.7403,five stars yes,True
ORD376095,ID0441587739,2019-11-08 00:00:00,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Universe Note', 1), ('Alcon 10', 1)]",15855,74.47,-37.8140337,144.9388876,15,13551.22,Spring,False,0.7352,"great for the price, i love this phone!! it's google driven so i get updates immediately. this is my third pixel and i won't buy anything else.",True
ORD036115,ID1463620781,2019-09-15 00:00:00,Bakers,"[('iAssist Line', 2), ('Toshika 750', 1)]",8770,79.79,-37.814451700000006,145.0076823,0,8849.79,Spring,False,1.202,design value are expected bought smartphone and forget to search a new one,True
ORD413031,ID0370477958,2019-07-13 00:00:00,Bakers,"[('Universe Note', 1), ('iStream', 2), ('pearTV', 1)]",10060,80.87,-37.8078416,145.01320890000005,0,10140.87,Winter,True,1.5991,"sleek sleek, no bloatware, and i've dropped it twice, no case, and its still in perfect condition. xp may have been bought out, but this product is an excellent use of their brand. i got the ""no-ads"" version.",True
ORD230408,ID0230784835,2019-02-20 00:00:00,Bakers,"[('Lucent 330S', 1), ('Alcon 10', 2), ('pearTV', 1), ('Olivia x460', 1)]",26665,105.11,-37.7982175,144.97739819999995,10,24103.61,Summer,True,2.0444,the speed is very fast... best phone ever had i have the olivia s9 + .... it's ok but it freezes when i have too many games open at one time.... love asus rog never have that problem...,True
ORD464178,ID0370477952,2019-11-24 00:00:00,Bakers,"[('Universe Note', 1), ('iAssist Line', 2), ('Thunder line', 1), ('Olivia x460', 1)]",11305,81.13,-37.8092376,145.0129581,10,10255.63,Spring,False,1.5612,five stars best android phone i ever had!!!,True
ORD269403,ID1877472371,2019-12-31 00:00:00,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 2)]",5180,87.92,-37.8003919,144.9609668,25,3972.92,Summer,True,1.8339,not working at all it switch of and on it self says internationally unlocked but it is flashed with unauthrized software and it is locked.,False
ORD279822,ID3085926090,2019-12-10 00:00:00,Bakers,"[('Lucent 330S', 2), ('Candle Inferno', 1)]",2890,81.75,-37.8240241,144.9906328,0,2971.75,Summer,False,1.6131,"great phone the life of the battery is a bit short. maybe cause it's cold out this way. i make calls, answer calls. and text, the battery life could last longer, but it's ok cause i have a backup.",True
ORD117121,ID0136511965,2019-07-26 00:00:00,Nickolson,"[('iStream', 1), ('pearTV', 1)]",6460,75.67,-37.8181997,144.96106609999995,15,5566.67,Winter,True,0.7474,five stars flawless phone! looks brand new!,True
ORD120632,ID0122752041,2019-02-26 00:00:00,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('iStream', 2)]",5980,73.11,-37.8137929,144.9421197,10,5455.11,Summer,True,0.4527,"two stars problemas de configuracion, no estuvo desbloqueado",False
ORD081771,ID3161949467,2019-10-19 00:00:00,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685,77.97,-37.80816710000001,144.95586619999995,10,3394.47,Spring,False,0.9221,"you won’t be disappointed!!! simply amazing. everything working perfectly, including the charger that is shipped with the phone. couldn’t be happier. spending so much money online made me nervous of a scam, but luckily this product was delivered as advertised. no visible scratches, it looks new!",True
ORD142316,ID0033238508,2019-06-01 00:00:00,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1)]",6500,70.78,-37.8009468,144.96852859999996,0,6570.78,Winter,False,1.9666,"high quality phone, fast and beautiful...wow!! quality product, i am super impressed with the design. very high quality, been waiting for this day for a long time.",True
ORD472754,ID0746918006,2019-04-26 00:00:00,Nickolson,"[('Alcon 10', 2), ('pearTV', 2), ('Olivia x460', 2)]",32970,81.55,-37.8245122,144.9827896,5,31403.05,Autumn,True,1.3375,"value perfect, still use to this day",True
ORD396610,ID0248746964,2019-01-01 00:00:00,Bakers,"[('Universe Note', 1), ('iStream', 2)]",3750,75.12,-37.8183757,144.9971149,5,3637.62,Summer,False,0.9474,five stars i love this phone especially price.,True
ORD326443,ID0060096789,2019-02-18 00:00:00,Bakers,"[('iStream', 1), ('Alcon 10', 2)]",18050,78.43,-37.8190949,144.986234,15,15420.93,Summer,False,1.2853,"as good as new i received my phone today and in all honesty, the packaging and quality of the phone is practically new. everything was presented great and the seller really made the items feel as good as new. there was no cracks, scratches, or embellishments.",True
ORD363614,ID1492145792,2019-05-06 00:00:00,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Toshika 750', 1), ('pearTV', 2)]",20395,63.07,-37.81315900000001,144.9515139,10,18418.57,Autumn,False,0.3946,nice phone my daughter loves this phone,True
ORD401335,ID3218293524,2019-04-18 00:00:00,Thompson,"[('iStream', 1), ('iAssist Line', 1), ('pearTV', 2)]",14995,51.52,-37.802755,144.9473571,15,12797.27,Autumn,False,1.1044,buyer beware phone did not work at all.,False
ORD167443,ID4927643642,2019-12-23 00:00:00,Thompson,"[('Thunder line', 2), ('Toshika 750', 2)]",13000,80.13,-37.8056683,144.93336509999995,5,12430.13,Summer,False,1.4355,nice nice,True
ORD314246,ID2189269638,2019-05-30 00:00:00,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",21210,81.59,-37.8209341,144.9613851,0,21291.59,Autumn,True,0.7638,very pleased! package came in a timely manner and was brand new in box. i have no complaints. very pleased!,True
ORD018928,ID0781137142,2019-08-01 00:00:00,Thompson,"[('pearTV', 1), ('Candle Inferno', 2)]",7170,67.06,-37.8030948,144.9494928,0,7237.06,Winter,False,1.0873,"happy! perfect. the device is like new, unlocked and its battery works perfectly. very satisfied with this seller.",True
ORD444938,ID0092159611,2019-07-05 00:00:00,Nickolson,"[('iStream', 1), ('Alcon 10', 1)]",9100,61.53,-37.8191774,144.9655193,5,8706.53,Winter,False,0.3604,good phone works for everything i need it for and ... good phone works for everything i need it for and it was a great deal for the price i pay,True
ORD114494,ID0634783036,2019-10-14 00:00:00,Thompson,"[('Candle Inferno', 2), ('pearTV', 2)]",13480,74.53,-37.812020200000006,144.93900680000004,5,12880.53,Spring,False,0.7127,great phone the set up was not like windows phones of the past. i had to select and pin each app myself. it did not automatically populate as previous phones when i entered my microsoft id. otherwise the phone is great.,True
ORD005960,ID5402876533,2019-05-07 00:00:00,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 1), ('Thunder line', 1), ('Toshika 750', 1)]",10380,65.01,-37.8212809,144.9769235,15,8888.01,Autumn,False,0.7139,five stars very good as any other olivia product.,True
ORD493235,ID0591396149,2019-12-10 00:00:00,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('pearTV', 1), ('Olivia x460', 2)]",13510,91.33,-37.8212569,144.9613229,5,12925.83,Summer,True,0.7819,my husband has had this phone for a while and ... my husband has had this phone for a while and doesn't having any complaints about it. it does what it is supposed to do.,True
ORD175035,ID2935371915,2019-10-17 00:00:00,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 1), ('iAssist Line', 2), ('Alcon 10', 2)]",28260,83.41,-37.8251613,144.9923134,15,24104.41,Spring,False,1.7075,great this is a wonderful purchase .....am please all the way with phone....condition was like brand new,True
ORD131997,ID6167266626,2019-05-03 00:00:00,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 2), ('Lucent 330S', 1)]",23580,66.54,-37.80959470000001,144.96367759999995,5,22467.54,Autumn,True,1.1272,great device. great phone.,False
ORD090414,ID2183290170,2019-03-17 00:00:00,Nickolson,"[('Universe Note', 2), ('iStream', 2), ('iAssist Line', 1)]",9425,80.84,-37.80726110000001,144.962779,5,9034.59,Autumn,True,1.3952,good very good,True
ORD106541,ID2189145387,2019-01-12 00:00:00,Thompson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Candle Inferno', 2)]",27400,72.45,-37.813725,144.9574279,25,20622.45,Summer,False,0.9185,good buy a great replacement. works better than my new one.,True
ORD153159,ID0767752598,2019-01-14 00:00:00,Nickolson,"[('Universe Note', 2), ('Olivia x460', 1)]",8125,80.75,-37.8033526,144.9696479,25,6174.5,Summer,False,1.6968,"take a note way better than my old lg g2. if you use your phone a lot, like i do, then it wouldn't hurt to invest in a couple of extra batteries. other then that, phone is great: no lagging, no crashing of any kind.",True
ORD282917,ID0650273223,2019-12-10 00:00:00,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 1), ('iAssist Line', 1)]",12400,78.28,-37.8103666,144.98004699999996,15,10618.28,Summer,False,1.3004,"64gb instead of 128gb i love this phone , but they keep sending a 64gb phone when it should be 128 gb. careful and look at the phone model in about phone. but overall it is a good phone.",True
ORD189561,ID6167417950,2019-10-02 00:00:00,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 1)]",11410,76.22,-37.8141109,144.96326619999996,15,9774.72,Spring,False,0.7447,thanks i love my ohone and i am getting a case for it but i didnt get my free gift,True
ORD076474,ID0708721952,2019-04-14 00:00:00,Thompson,"[('pearTV', 2), ('iStream', 2), ('Olivia x460', 2), ('Alcon 10', 1)]",24320,65.13,-37.8078288,144.9577575,5,23169.13,Autumn,False,1.0837,had no problem with it just as the picture my sister had no problem with it great phone se loved it,True
ORD104546,ID0650267588,2019-12-29 00:00:00,Nickolson,"[('Olivia x460', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",7090,93.38,-37.8153783,144.9773321,15,6119.88,Summer,True,0.7723,it works great - and the battery holds a good charge it works great - and the battery holds a good charge. not like two other phones we tried before this from verizon. those two sucked.,True
ORD189436,ID0589423560,2019-07-05 00:00:00,Nickolson,"[('Thunder line', 2), ('Alcon 10', 1)]",13310,67.14,-37.80954129999999,144.9725823,25,10049.64,Winter,False,1.0425,it worthen it very nice unlock phone,True
ORD307180,ID3106293381,2019-02-03 00:00:00,Thompson,"[('iAssist Line', 1), ('pearTV', 2)]",14845,64.25,-37.8066242,144.9323335,25,11198.0,Summer,False,1.4604,false advertising falsely advertised as 4g and lte..this phone will give you neither. i'm in nyc and i could not even call out and when i did the other person sounded like a robot. bluetooth doesn't work in the car because of course theres no data. highly dissatisfied. stay far away from this phone!!!!,False
ORD275880,ID0844490762,2019-03-05 00:00:00,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Toshika 750', 2)]",11095,65.25,-37.8204933,144.9487358,0,11160.25,Autumn,False,0.8828,great value! one of the best values in mobile phones these days...,True
ORD447822,ID0575524464,2019-12-19 00:00:00,Nickolson,"[('iAssist Line', 2), ('pearTV', 1), ('Olivia x460', 1)]",11985,97.22,-37.8208667,144.98236169999996,10,10883.72,Summer,True,1.1545,great plan. affordable and easy to maintain decent phone for the price. great plan. affordable and easy to maintain.,True
ORD082512,ID6021320897,2019-11-26 00:00:00,Thompson,"[('iStream', 1), ('Toshika 750', 1)]",4470,64.1,-37.8170173,144.9356863,10,4087.1,Spring,False,1.1117,"defective from the start came as advertised, but the bottom buttons did not work. i had to reboot the phone and still no results. have to send it back for another phone at this point.",False
ORD206451,ID0506050893,2019-03-12 00:00:00,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Alcon 10', 2)]",20985,48.54,-37.8143388,144.9431597,15,17885.79,Autumn,False,0.3906,one star wasn't compatible with verizon wireless as stated,False
ORD226543,ID0591212312,2019-03-16 00:00:00,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2), ('Toshika 750', 2)]",17990,81.56,-37.822644,144.9555467,15,15373.06,Autumn,True,1.3113,very good this phone gives you your best bang for your buck,True
ORD216104,ID0702354038,2019-03-13 00:00:00,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1)]",1660,78.19,-37.8060961,144.9428659,0,1738.19,Autumn,True,0.8202,great! better than the old phone it replaced!,True
ORD447528,ID3098158410,2019-04-01 00:00:00,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790,52.22,-37.8233226,144.94298840000005,25,3644.72,Autumn,False,1.2386,"wont activate came and had scratches on the back. went to go get it activated and it wouldnt work. i either need a refund or a new phone, im really disappointed with my purchase. do not recommend",False
ORD119100,ID0361281941,2019-11-15 00:00:00,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685,107.64,-37.80226879999999,144.98067859999995,10,4324.14,Spring,True,1.5422,"should have done this a long time ago. cosmetically, the device was flawless. thus far, it operates flawlessly as well. i was nervous buying this device, but i’m glad i did. my carrier offered the same alcon with less memory for more money.",True
ORD052308,ID4769265353,2019-12-16 00:00:00,Bakers,"[('Olivia x460', 1), ('iStream', 1), ('Alcon 10', 1)]",10325,86.45,-37.8107895,145.0143841,5,9895.2,Summer,True,1.6867,wrong model # the description says it's model 930a (at&t) but it's actually a 930t (t-mobile),False
ORD118377,ID4754200407,2019-05-06 00:00:00,Thompson,"[('iStream', 1), ('Olivia x460', 1), ('Universe Note', 1)]",4825,54.24,-37.8167361,144.92739519999995,10,4396.74,Autumn,True,1.7882,for a device with 4k technology they don't seem to advertise it much. you can barely see it on the box. also search feature only works for digico. that's a waste of a search feature. remote disconnects from the box often and your have to take the batteries out of the remote to reset it. i would not recommend until digico fixes the bugs.,False
ORD143538,ID5001030276,2019-12-11 00:00:00,Thompson,"[('Lucent 330S', 1), ('Thunder line', 1), ('Universe Note', 2)]",10310,54.68,-37.81124060000001,144.9519554,5,9849.18,Summer,False,0.4584,"the whole side of the phone came damaged the whole side of the phone is cracked and is obviously in bad condition, i do not recommend this to anyone.",False
ORD169254,ID2158807351,2019-10-09 00:00:00,Bakers,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Alcon 10', 2), ('Lucent 330S', 2)]",22015,107.22,-37.7980831,144.9875429,5,21021.47,Spring,False,1.4886,five stars very good,True
ORD015395,ID3142873405,2019-01-22 00:00:00,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('iAssist Line', 2)]",8050,65.36,-37.8252008,144.9462692,25,6102.86,Summer,False,2.1753,battery life sucks!! the battery on this phone seems to drain quickly and it takes a while to recharge. i am not satisfied. i feel like this was a waste of money! i've only had it a little over a month!,False
ORD247903,ID0844495962,2019-10-19 00:00:00,Thompson,"[('Universe Note', 1), ('Alcon 10', 1), ('Thunder line', 1)]",14580,76.93,-37.819633,144.95203899999996,25,11011.93,Spring,False,0.8895,five stars best phone ive ever had,True
ORD228045,ID2621587175,2019-02-11 00:00:00,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 2), ('Candle Inferno', 2)]",11960,98.01,-37.8063392,145.00976780000005,10,10862.01,Summer,True,5.559,"lucent e5 play very good phone for cost, fingerprint reader sucks, says it do not recognize my fingerprint, so have to put in password very time to unlock screen.",True
ORD026688,ID3537280107,2019-08-31 00:00:00,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Alcon 10', 1), ('Olivia x460', 1)]",23265,67.96,-37.8064703,144.9630062,25,17516.71,Winter,False,1.4673,good service works perfect,True
ORD475716,ID0591427992,2019-07-22 00:00:00,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 2), ('Universe Note', 2), ('pearTV', 1)]",35430,64.2,-37.8188751,144.9625503,5,33722.7,Winter,False,0.6164,"great phone for the price i don't see what any complaints are about, this is a great budget phone. only issues i've noticed so far is some pictures taken indoors without flash are blurry. setting it to pro mode you can take faster pics",True
ORD443904,ID1479897564,2019-04-14 00:00:00,Nickolson,"[('Universe Note', 2), ('Alcon 10', 1), ('Thunder line', 1), ('Candle Inferno', 1)]",18460,80.04,-37.8200454,144.9583065,15,15771.04,Autumn,True,1.0019,"it was purchased in very good condition and it looked brand new phone arrived as promised. it was purchased in very good condition and it looked brand new! the sides of the screen don't seem to work as well as the rest, but overall i am very satisfied with the purchase ...",True
ORD226386,ID0267315661,2019-12-16 00:00:00,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1)]",19125,70.07,-37.8227448,144.9717489,0,19195.07,Summer,True,0.5007,excellent best choice,False
ORD173690,ID4061053484,2019-12-20 00:00:00,Bakers,"[('iAssist Line', 2), ('Alcon 10', 2)]",22350,84.27,-37.8100628,144.9958751,25,16846.77,Summer,False,0.057,love this phone never going back to an alcon love this phone never going back to an alcon!,True
ORD106051,ID0781153854,2019-07-07 00:00:00,Thompson,"[('pearTV', 1), ('Alcon 10', 1), ('Candle Inferno', 2), ('Lucent 330S', 2)]",18580,67.02,-37.8037782,144.9422514,25,14002.02,Winter,False,1.077,"for the price it can't be beat. it's not a universe 5. but for $99.......if i lost this one i'd buy another immediately. the best part is i will never have to set foot in a verizon store again! also the gorilla glass is fantastic! i do wish it was 16gb. but. it""s $99 dollars!!!!!",True
ORD113107,ID4716795155,2019-08-15 00:00:00,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Toshika 750', 1)]",7630,64.69,-37.8187562,144.9535621,10,6931.69,Winter,False,0.8858,five stars excellent!!! i love my new universe 7!!!!,True
ORD122806,ID2371477800,2019-12-07 00:00:00,Bakers,"[('Universe Note', 1), ('Toshika 750', 1)]",7770,101.54,-37.8016819,144.98138640000005,0,7871.54,Summer,True,1.5295,"love the storage! love it. nearly indestructible, fast. battery doesn't last very long, but everything else is amazing. so much storage!",True
ORD243640,ID3215102057,2019-12-26 00:00:00,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 1), ('Universe Note', 1), ('iAssist Line', 2)]",9555,54.09,-37.8116973,144.9512586,15,8175.84,Summer,False,0.3841,"home button stoppeed working update on this purchase, after aboutique 6 months of use, the home button mysteriously stopped working. moral of the story: don't buy refurbished phones.",False
ORD221356,ID0176668193,2019-09-11 00:00:00,Nickolson,"[('pearTV', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",9760,76.83,-37.812987,144.9649265,5,9348.83,Spring,False,0.745,perfect i love it.. amazing phone and amazing price,True
ORD053608,ID0248746920,2019-07-07 00:00:00,Bakers,"[('Candle Inferno', 1), ('Olivia x460', 2), ('Toshika 750', 1), ('Universe Note', 2)]",14100,82.66,-37.8221138,144.99515259999995,10,12772.66,Winter,False,1.3489,"perfect for me perfect for me. i don't need anything fancy. i use it mostly for travel. in case you have problems on the road you have a way of calling for help. also, you never know when you might need to dial 911.",True
ORD283249,ID0233262639,2019-09-30 00:00:00,Bakers,"[('iAssist Line', 2), ('Alcon 10', 2), ('Universe Note', 1), ('Thunder line', 2)]",30160,106.96,-37.8020574,144.98261369999997,0,30266.96,Spring,True,1.4187,excellent phone very satisfied with this phone. wasn't expecting for it to be this nice for the price i paid.,True
ORD009394,ID0163643086,2019-11-18 00:00:00,Nickolson,"[('iAssist Line', 1), ('pearTV', 1), ('Thunder line', 1)]",10715,102.75,-37.8237924,144.97843799999995,10,9746.25,Spring,True,0.9723,pleased great phone. nice screen. bought this for my husband. good for transition from a flip phone. he is satisfied.,True
ORD393107,ID0060089302,2019-12-23 00:00:00,Nickolson,"[('pearTV', 1), ('iStream', 1), ('Universe Note', 1)]",9910,81.27,-37.8242405,144.9867934,5,9495.77,Summer,False,1.6412,"five stars works great! received my order well before the expected delivery date, worked exactly as hoped right off the bat.",True
