order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD255053,ID4735922440,2019-04-22,Thompson,"[('Toshika 750', 2), ('iStream', 2), ('Lucent 330S', 2)]",11400.0,61.83,-37.8055762,144.94914709999995,5,10891.83,Autumn,1,0.8109,blocked by t mobile the imei was blocked by t mobile meaning this phone was potentially stolen and sold back to me and is currently unusable.,0
ORD299675,ID1686695038,2019-11-29,Thompson,"[('Olivia x460', 1), ('iStream', 2), ('iAssist Line', 1)]",3750.0,85.02,-37.79836029999999,144.9443919,15,3272.52,Spring,0,1.6106,five stars grateful to find this phone for the price,1
ORD194777,ID0363400139,2019-09-01,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2), ('Alcon 10', 1)]",11990.0,85.28,-37.799501,144.9624976,5,11475.78,Spring,0,1.9978,"for my son as a present for college books. 5 textbooks were 1/4 the price on candle than if we bought them on digico, this is my third candle. other two still working great,",1
ORD254518,ID3215191982,2019-06-04,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 1), ('pearTV', 2)]",14275.0,77.29,-37.8067504,144.95299709999995,10,12924.79,Winter,1,0.8405,droid rulzs love this phone. battery life is amazing,1
ORD422724,ID0767693506,2019-01-14,Nickolson,"[('pearTV', 2), ('iStream', 2), ('Universe Note', 2), ('Thunder line', 1)]",13220.0,81.81,-37.8045539,144.9736861,5,11735.52,Summer,0,1.6048,lucent e5 play this version of lucent e5 play doe not support 5g wifi,1
ORD268859,ID0301545277,2019-12-15,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('iStream', 2), ('Alcon 10', 2)]",23080.0,78.42,-37.8159285,144.9381575,5,22004.42,Summer,1,0.8634,disappointed would not work with my carrier.,0
ORD100889,ID0103116412,2019-08-04,Thompson,"[('Thunder line', 2), ('iAssist Line', 1), ('Universe Note', 2)]",13485.0,62.03,-37.8134389,144.9562177,10,12198.53,Winter,1,0.8091,avoid this phone. as far as how they work it is a decent phone. the problem with it that makes me give it one star is how often something you are doing on the phone is interrupted with pop up ads. to give you an idea while i wrote this review i was interrupted twice. good phone for the money but i would never purchase another.,0
ORD029660,ID0577458194,2019-02-10,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Universe Note', 1)]",13320.0,69.06153335550977,-37.8187013,144.9782069,25,10063.28,Summer,0,0.7613,"great buy couldn’t be more happier with this purchase, works as advertised, and shipped fast. it was like new. highly recommend",1
ORD279614,ID1479905312,2019-06-10,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",13220.0,65.07,-37.8212135,144.95571619999996,15,11735.52,Winter,0,1.2174,"like it! good quality and good price, easy to use!",1
ORD241752,ID4655129064,2019-08-11,Thompson,"[('Olivia x460', 1), ('Alcon 10', 2), ('Toshika 750', 1)]",23445.0,74.76,-37.8092956,144.9476067,5,22347.51,Winter,1,0.3789,love our little line. i don’t know what the original larger iassist can do that the line cannot do but we are pleased with our lines capabilities.,1
ORD298926,ID0581728427,2019-02-18,Thompson,"[('Toshika 750', 2), ('pearTV', 2), ('Lucent 330S', 1)]",22490.0,112.13,-37.80468270000001,144.9200194,15,19228.63,Summer,1,1.0591,love this phone for its simplicity ! lover this phone for its simiplicity. its a very very basic phone. calls/reception is excellent when talking. charge does stay for more than 1 day if you are a avg-heavy caller.,1
ORD426621,ID6197211195,2019-12-14,Thompson,"[('Alcon 10', 1), ('Toshika 750', 1)]",13270.0,87.94,-37.8147958,144.92705790000005,0,13357.94,Summer,1,1.7756,the wifi would drop often to where i could not listen to spotify or other services without buffering.,0
ORD462364,ID0417273421,2019-12-30,Bakers,"[('Candle Inferno', 2), ('pearTV', 1), ('Universe Note', 2)]",14070.0,60.43,-37.8173683,144.9887044,10,12723.43,Summer,0,1.0015,"telefono muy feo. los iconos de las aplicaciones son muy feos, y viene com muchas aplicaciones pre-instaladas de juegos que a mi no me agradan por que yo no uso juegos. el telefono es para mi una herramienta de trabajo y de comunicacion. ahi se los devuelvo.",0
ORD324703,ID0579393133,2019-04-04,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2)]",19125.0,64.66,-37.8204774,144.9589368,15,16320.91,Autumn,0,0.9566,great phone works great! needed a new phone before i went to europe and glad i bought this.,1
ORD014543,ID4655129033,2019-05-22,Thompson,"[('pearTV', 2), ('Thunder line', 2), ('Toshika 750', 1), ('Candle Inferno', 2)]",22160.0,64.7,-37.8088244,144.9488235,5,21116.7,Autumn,0,0.4554,reasonable easy to use,1
ORD477634,ID0581704428,2019-04-06,Thompson,"[('Universe Note', 2), ('iStream', 1), ('pearTV', 1)]",13360.0,66.53,-37.8102304,144.9305611,10,12090.53,Autumn,1,1.477,scam dont buy this was a waste of money phone does not work on any network its a scam to buy as there is no warranty,0
ORD261803,ID0593055575,2019-01-01,Nickolson,"[('Lucent 330S', 2), ('iStream', 1), ('Toshika 750', 1)]",6930.0,59.83,-37.81142420000001,144.9638459,5,6643.33,Summer,0,0.9428,"beat up and broken phone was broken,and beat up bad.",0
ORD301427,ID1449431612,2019-11-15,Nickolson,"[('pearTV', 1), ('Olivia x460', 1), ('Universe Note', 1)]",10985.0,72.84,-37.8159739,144.9724644,0,11057.84,Spring,0,0.3883,five stars love it. camera works really well and the display is sharp.,1
ORD266182,ID0767661779,2019-01-29,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('Olivia x460', 2)]",4540.0,77.18,-37.8081652,144.9729806,10,4163.18,Summer,0,1.1996,"love olivia phones this is our 3rd s8+! we love this phone, reliable, long battery life, and easy to use",1
ORD024257,ID0030943508,2019-05-18,Thompson,"[('iAssist Line', 1), ('pearTV', 2)]",14845.0,81.83,-37.8024821,144.9566781,5,14184.58,Autumn,1,1.4146,"it works! this was an unlocked phone from verizon. i was skeptical if it would work with my metropcs and to my, the transfer was perfect.",1
ORD275137,ID0283334348,2019-02-14,Thompson,"[('pearTV', 2), ('Candle Inferno', 2), ('Alcon 10', 2)]",31380.0,98.58,-37.7994961,144.9491927,15,26771.58,Summer,1,1.0591,"love it my daughter loves this phone. bought it for her for christmas, and she estatic when she got it. couldn't stop thanking me. she had no idea what she was getting, which made it even better.",1
ORD407515,ID0283334270,2019-05-06,Thompson,"[('iAssist Line', 1), ('Thunder line', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",15965.0,66.75,-37.8020985,144.954713,5,15233.5,Autumn,1,1.3556,beware!!! very disappointed. phone was a model no longer sold due to an irreparable software issue that pear would give a warranty for had it been purchased there. waste of time without a phone twice. two thumbs down on this one.,0
ORD228591,ID2318333319,2019-02-27,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 2)]",9865.0,99.84,-37.8076542,144.97642549999995,0,9964.84,Summer,1,1.3597,best phone the best phone on the market. dollar per performance you can't get better phone.,1
ORD368876,ID5563404250,2019-05-22,Bakers,"[('pearTV', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",10950.0,82.11,-37.817382,145.0092001,5,10484.61,Autumn,1,1.4781,"the phone has worked really well and the battery life ... the phone has worked really well and the battery life has been fairly decent. it's not a brand new battery by any means, but works well.",1
ORD120490,ID3276407462,2019-09-17,Thompson,"[('Alcon 10', 1), ('iStream', 1), ('Lucent 330S', 1), ('iAssist Line', 1)]",12555.0,99.18,-37.8186039,144.94785019999995,5,12026.43,Spring,1,0.6638,"everything is fine. the screen has a different aspect as it was affected by a screen protector. it looks a little blurry. besides that, everything is fine.",1
ORD211990,ID0361775398,2019-06-29,Bakers,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320.0,67.32,-37.8000018,144.9888741,25,2557.32,Winter,0,1.2452,five stars it's beautiful product and easy to use. i love it.,1
ORD246821,ID0202690482,2019-02-28,Thompson,"[('Lucent 330S', 1), ('Universe Note', 1), ('Thunder line', 1), ('iAssist Line', 2)]",11310.0,103.53088969853775,-37.8042426,144.9171674,15,9725.88,Summer,1,1.0591,three stars only like a pc mobile,1
ORD484297,ID1686719004,2019-03-03,Thompson,"[('pearTV', 2), ('Toshika 750', 1), ('iStream', 1)]",17090.0,67.77,-37.8012202,144.95523400000005,15,14594.27,Autumn,1,1.4632,one star would not connect to verizon service.,0
ORD237855,ID2187770690,2019-03-18,Nickolson,"[('Lucent 330S', 1), ('iStream', 1), ('Toshika 750', 2)]",13220.0,64.31,-37.8116075,144.9647411,10,11735.52,Autumn,0,0.8854,love this phone love it works great,1
ORD308055,ID0780914748,2019-02-02,Thompson,"[('Olivia x460', 2), ('Thunder line', 2), ('Alcon 10', 2)]",24710.0,81.05,-37.8009594,144.9566969,15,21084.55,Summer,0,1.5548,"good phone for my daughter good phone for my daughter, she likes it a lot and we've had no problems. did have to buy an sd card for more storage.",1
ORD267805,ID3213448175,2019-01-20,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1)]",3455.0,62.1,-37.8085707,144.9612186,15,2998.85,Summer,0,1.3255,no group texting. none.,0
ORD485454,ID1224821937,2019-01-02,Thompson,"[('Toshika 750', 2), ('Universe Note', 1)]",12090.0,93.36,-37.81416710000001,144.938031,15,10369.86,Summer,1,1.0591,love my new candle inferno - easy to use - the battery life is amazing!!,1
ORD232480,ID1449431437,2019-05-18,Thompson,"[('Universe Note', 1), ('Alcon 10', 1)]",12400.0,63.19,-37.8152811,144.9748412,0,12463.19,Autumn,0,0.5937,why pay $1k when this is just as good. for the price it can't be beat.,1
ORD336016,ID0287630821,2019-07-08,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('pearTV', 1)]",12855.0,63.72,-37.8062744,144.946887,10,11633.22,Winter,0,0.7125,the sound is amazing and many collections of all music,1
ORD294041,ID3215192049,2019-11-07,Thompson,"[('iAssist Line', 1), ('pearTV', 1)]",8535.0,65.65755239110828,-37.8097732,144.9474216,5,8181.68,Spring,0,0.3243,phone love this phone,1
ORD062908,ID0581782215,2019-04-22,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 2), ('pearTV', 1)]",11490.0,79.47,-37.8078228,144.9403541,10,10420.47,Autumn,1,0.8002,old technology it's old technology and i can't get os newest updates like i can on a new phone.,1
ORD200901,ID0317729599,2019-11-10,Thompson,"[('Universe Note', 2), ('Thunder line', 1), ('pearTV', 1), ('iStream', 2)]",15690.0,89.32141126544579,-37.8094724,144.9573036,15,13439.53,Spring,1,0.968,five stars great,1
ORD416010,ID2950822820,2019-07-02,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('pearTV', 2)]",15930.0,51.55,-37.820983,144.95408480000003,25,11999.05,Winter,0,1.1119,what is really wrong with my phone i am very disappointed with this phone. no one can hear me.the speakers have a problem. waiste of time and money,0
ORD221986,ID0781126742,2019-07-02,Bakers,"[('Thunder line', 1), ('Candle Inferno', 1), ('Toshika 750', 1), ('Olivia x460', 1)]",8155.0,74.77,-37.80677960000001,144.9994498,5,7822.02,Winter,1,0.5156,excellent quality. don't let the bad reviews stop you. i have no complaints whatsoever! screen was cclleeaann.. phone came factory unlocked as stated on digico. phone was basically in new condition.,1
ORD118748,ID0847530557,2019-07-13,Nickolson,"[('iStream', 2), ('Alcon 10', 2)]",18200.0,63.33,-37.82341029999999,144.9675596,10,16443.33,Winter,0,0.5639,four stars excellent buy,1
ORD371362,ID0250933582,2019-08-30,Bakers,"[('Olivia x460', 1), ('pearTV', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",12415.0,55.69,-37.8226149,145.0072291,5,11849.94,Winter,0,1.7568,"poor quality contacted seller to notify of a quality issue with phone (ghost image on screen that reads ""touch to explore"" at bottom and something indiscernible in middle of screen) after several days... no response!!! i offered them an opportunity to rectify situation... but they declined!",0
ORD216678,ID0844496179,2019-10-21,Thompson,"[('Olivia x460', 2), ('Thunder line', 1), ('Alcon 10', 1)]",13580.0,102.14,-37.8201061,144.95060959999995,25,10287.14,Spring,1,0.8841,one word: awesome why would you pay twice the price just to unbox this thing? buy refurbished!,1
ORD382760,ID0589756676,2019-11-26,Thompson,"[('Universe Note', 1), ('Toshika 750', 1), ('Thunder line', 2)]",12130.0,78.54,-37.8217461,144.95288019999995,0,12208.54,Spring,0,1.1319,great phone for your money i liked most things about this phone. great working at work not dropping my wifi like my old phone used to. really a very good phone for the money.,1
ORD128124,ID0594206707,2019-03-26,Nickolson,"[('Universe Note', 1), ('pearTV', 1), ('Candle Inferno', 2), ('Thunder line', 2)]",14980.0,64.81,-37.8165186,144.9646209,10,13546.81,Autumn,0,0.4913,amazing it’s like new,1
ORD351759,ID2247180695,2019-09-05,Thompson,"[('Universe Note', 1), ('Thunder line', 2), ('iAssist Line', 1), ('Toshika 750', 1)]",14355.0,103.93,-37.8187086,144.9552773,5,13741.18,Spring,1,0.9861,"five stars is a great phone, came in time, i'm very pleased ,highly recommended !!!!! i'll buy again!!",1
ORD421858,ID0030220684,2019-09-10,Bakers,"[('iStream', 2), ('Alcon 10', 1), ('Thunder line', 2)]",13610.0,62.47,-37.8090334,144.985669,15,11630.97,Spring,0,0.8478,didn't work for verizon didn't work with verizon,0
ORD223514,ID0060096991,2019-12-02,Thompson,"[('iAssist Line', 2), ('Thunder line', 2)]",8810.0,67.3,-37.8147369,144.9498791,10,7996.3,Summer,0,0.3374,appreciate your loyal customers the phone meant my expectations...thank you. i'll buy another phone soon,1
ORD032468,ID0030240831,2019-11-13,Thompson,"[('pearTV', 2), ('iStream', 1), ('Toshika 750', 1), ('Lucent 330S', 1)]",18320.0,66.67,-37.8007885,144.9570861,0,18386.67,Spring,0,1.5895,"think twice spending money on these type of phones. one of the phones does not work, does not get signal , and the camera does not work.",0
ORD251178,ID6167231014,2019-04-08,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1)]",3455.0,48.18,-37.8131494,144.9512706,0,3503.18,Autumn,0,1.0591,does not work with verizon network was not compatible to verizon network. need to return. could not get the phone to work. would not activate thru verizon.,0
ORD367437,ID1713471345,2019-12-25,Thompson,"[('Toshika 750', 2), ('Thunder line', 2)]",13000.0,90.53,-37.7993843,144.925888,15,11140.53,Summer,0,2.3788,highly recommended i love my note 8,1
ORD289125,ID4162427908,2019-06-19,Nickolson,"[('Universe Note', 1), ('iAssist Line', 1), ('Alcon 10', 2)]",23575.0,67.82864634547761,-37.8197515,144.9697679,10,21275.56,Winter,1,0.1301,one star ridiculous price - why even try to sell it for 1500?,0
ORD035927,ID0315714849,2019-10-08,Bakers,"[('iStream', 2), ('Thunder line', 2)]",4660.0,82.53,-37.8096183,145.0008213,25,3577.53,Spring,1,0.4934,this is a scam this phone is not unlocked phone was not unlocked as stated in the ad,0
ORD281188,ID5668009784,2019-04-16,Bakers,"[('Olivia x460', 2), ('iStream', 2), ('Lucent 330S', 1)]",3980.0,50.2,-37.8045464,144.99998469999997,5,3831.2,Autumn,0,0.7367,bad seller came with wrong charger and phone was very very dirty not satisfied,0
ORD399932,ID0492939880,2019-12-02,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iStream', 1)]",3835.0,103.4,-37.7993751,145.01088190000004,15,3363.15,Summer,1,1.8145,good value! i bought this for my teenage cousin and she seems very happy with it. good phone at a very good price.,1
ORD148616,ID3810929405,2019-05-29,Bakers,"[('Lucent 330S', 1), ('iStream', 1)]",1380.0,65.51,-37.8186632,144.996477,5,1376.51,Autumn,0,0.971,love this phone i really like this phone. it has better reception than my last phone. less dropped calls and clearer voice reception. like the size and how easily it opens. i am even getting used to the pink color.,1
ORD255655,ID5371634609,2019-04-20,Nickolson,"[('pearTV', 1), ('Toshika 750', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",13220.0,67.54,-37.80695460000001,144.9652455,10,33637.54,Autumn,0,1.35,five stars very nice phone for the price.,1
ORD039149,ID6167441030,2019-07-03,Thompson,"[('iAssist Line', 2), ('pearTV', 2), ('Thunder line', 2), ('iStream', 1)]",21580.0,67.16,-37.8093251,144.9609251,15,18410.16,Winter,0,1.2743,easy set up like it all,1
ORD229045,ID0030948033,2019-04-01,Bakers,"[('iStream', 2), ('Thunder line', 1), ('pearTV', 2)]",15100.0,79.41,-37.813108,145.0048491,0,15179.41,Autumn,1,0.914,"can't use sd storage. do not bother buying a new sd card, nothing can be transferred to it. if there is a way to store photos and move apps to the sd card i would love to hear how to do it.",1
ORD424114,ID0250933571,2019-09-09,Bakers,"[('Olivia x460', 1), ('iAssist Line', 1), ('Alcon 10', 1), ('Lucent 330S', 1)]",13630.0,82.74,-37.8227967,145.00501630000005,0,13712.74,Spring,0,1.6645,"this phone is a serious competition to alcons. after first saying that this phone cannot work in my region, it ""changed its mind"" and it works very well, a serious competition to alcons! i recommend this phone to anyone looking for a new one.",1
ORD362874,ID2299094542,2019-05-11,Thompson,"[('Universe Note', 2), ('Candle Inferno', 1), ('Olivia x460', 2)]",9780.0,81.6,-37.8006201,144.95599209999995,0,9861.6,Autumn,1,1.5544,olivia universe s8 phone it's a great phone,1
ORD044767,ID2441346319,2019-11-29,Bakers,"[('Thunder line', 1), ('Candle Inferno', 2)]",3040.0,77.76,-37.8047445,144.9837319,5,2965.76,Spring,0,1.1682,great phone great phone for the price,1
ORD137548,ID3276387456,2019-06-28,Thompson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Thunder line', 1), ('Universe Note', 1)]",16720.0,62.9,-37.8180912,144.94687869999996,10,15110.9,Winter,0,1.0591,good phone one of the best phone comparing to any other android...simialar to alcon but only 1/2 price,1
ORD265559,ID0361282814,2019-07-29,Bakers,"[('iStream', 2), ('Toshika 750', 2)]",8940.0,68.17,-37.8015905,144.98209319999995,15,7667.17,Winter,0,1.4869,"awesome phone! phone says ver!zon on the back, carrier is @tt. best phone i have ever owned. huge step up from lucent atrix, then lucent x gen 2.",1
ORD221388,ID0305912824,2019-05-04,Bakers,"[('Alcon 10', 2), ('Thunder line', 1)]",20080.0,80.51,-37.80111470000001,144.9983507,15,17148.51,Autumn,1,1.026,looked around for a cheap cell phone with good quality. it was well made looked around for a cheap cell phone with good quality. it was well made. it was a gift for my brother. he said it was very functional and he can add some other models onto it. sound very cool,1
ORD276502,ID0711778936,2019-05-28,Thompson,"[('Thunder line', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",15460.0,61.53,-37.8144423,144.9474527,0,15521.53,Autumn,0,0.1998,great gift for a love one received phone in less than 24 hours.,1
ORD103732,ID0547586436,2019-03-15,Thompson,"[('iStream', 1), ('Toshika 750', 1)]",4470.0,65.86,-37.813942,144.98448080000003,25,3418.36,Autumn,0,1.0591,"starter phone we are still pleased with the phone after having it one year. the only downfall is storage/memory which makes the phone slower. we suggest getting a memory card or upgraded phone. other than that, very good phone.",1
ORD053118,ID0207085423,2019-12-08,Thompson,"[('iAssist Line', 2), ('iStream', 2)]",4750.0,102.81,-37.8108562,145.01558300000005,0,4852.81,Summer,1,1.0591,very good this phone works very well. in fact when my husban lost his phone i ordered another one. our sim cards worked right away from our own carrier. would recommend to any one that needs to replace a phone fast.,1
ORD380920,ID4969353898,2019-04-13,Thompson,"[('Thunder line', 2), ('Universe Note', 2), ('Toshika 750', 1), ('Alcon 10', 2)]",33480.0,64.74,-37.8155051,144.935688,15,28522.74,Autumn,0,1.0493,excellent and responsible seller excellent and responsible seller,1
ORD426579,ID6197211195,2019-09-01,Thompson,"[('Alcon 10', 2), ('iStream', 2)]",18200.0,85.1,-37.8147958,144.92705790000005,10,16465.1,Spring,0,1.7756,awesome discounted price i had a great deal compared to what they were charging me at t mobile. bought it cash along a digico gift card. the phone has been return by a customer but it was brand new. i love it. smooth shipping through gold membership.,1
ORD456173,ID5957906931,2019-12-21,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 1), ('iStream', 2), ('Thunder line', 2)]",22250.0,82.08,-37.80553370000001,144.9736039,0,22332.08,Summer,0,1.497,olivia universe note 5 good phone; great and reasonably priced!,1
ORD299905,ID0838386029,2019-01-17,Thompson,"[('Thunder line', 2), ('iStream', 1), ('Lucent 330S', 1), ('Candle Inferno', 1)]",6170.0,96.64,-37.8029575,144.9482791,5,5958.14,Summer,1,1.0867,five stars nice phone and prompt delivery,1
ORD009376,ID2005895252,2019-05-01,Thompson,"[('Olivia x460', 2), ('Thunder line', 2), ('iAssist Line', 2), ('Candle Inferno', 2)]",12120.0,84.4,-37.8020899,144.96595459999998,10,10992.4,Autumn,1,1.8643,i love this phone i love this phone. i bought it through digico because it was cheaper than walmart. i bought this phone and a case for 80 bucks and the phone at walmart is 100 and they dont have phone cases. so this was a great deal. we have prepaid so it works out. very pleased.,1
ORD402493,ID0287630812,2019-07-26,Thompson,"[('Olivia x460', 2), ('iStream', 2), ('Toshika 750', 2), ('Thunder line', 1)]",13570.0,76.51,-37.8057528,144.9466402,0,13646.51,Winter,1,1.0591,perfect received quickly. looks brand new and works flawlessly.,1
ORD268538,ID1833123400,2019-04-12,Thompson,"[('iAssist Line', 1), ('Universe Note', 2)]",9125.0,81.24,-37.8013431,144.95283899999995,25,6924.99,Autumn,1,1.3595,works good works good,1
ORD402183,ID4516260662,2019-10-10,Thompson,"[('Olivia x460', 1), ('Universe Note', 1)]",4675.0,100.41,-37.8082258,144.9475509,25,3606.66,Spring,1,0.4969,three stars great product. thanks,1
ORD186247,ID0577522375,2019-10-13,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1), ('iStream', 2), ('iAssist Line', 2)]",10660.0,59.75,-37.822822,144.9708878,5,10186.75,Spring,0,1.0591,don't buy! it won't charge after 3 months of use.,0
ORD004179,ID0287630704,2019-12-13,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1), ('pearTV', 1)]",16175.0,97.4,-37.8032789,144.9464093,15,13846.15,Summer,1,1.0474,five stars fast amagazing and perfect tks,1
ORD161416,ID2713724549,2019-03-27,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('iStream', 2), ('Alcon 10', 1)]",12570.0,78.44,-37.8133369,144.96269009999995,5,12019.94,Autumn,1,0.8406,five stars works great!!,1
ORD111948,ID0650276838,2019-04-21,Bakers,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('iAssist Line', 1), ('Universe Note', 1)]",7765.0,65.51,-37.8117087,144.982926,25,5889.26,Autumn,0,1.0989,good quality christmas gift,1
ORD403320,ID0091963255,2019-03-13,Nickolson,"[('iAssist Line', 1), ('iStream', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",8285.0,79.29,-37.8109156,144.9719503,10,7535.79,Autumn,1,0.8805,nice cell phone... great value! so far so good... just activated on boost and will update review once i've broken it in a little.,1
ORD269388,ID0581741497,2019-04-14,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 1)]",25710.0,82.71,-37.8049951,144.9312408,15,21936.21,Autumn,1,1.6335,"sturdy xp. everything works--typical, sturdy xp... but, texters beware! mine did not include a predictive text option.",1
ORD352739,ID0164063178,2019-02-26,Thompson,"[('iStream', 2), ('Lucent 330S', 1), ('Candle Inferno', 2)]",2390.0,71.49,-37.8148234,144.9545676,15,2102.99,Summer,0,0.7015,"absolutely love the phone absolutely love the phone, but the charger that was sent to me was not the charger that actually came with the phone originally. i got a charger that works but isn't the cord that goes with this phone and does the fast charge.",1
ORD259288,ID0576757230,2019-06-03,Thompson,"[('Thunder line', 1), ('Toshika 750', 2), ('Alcon 10', 2), ('Candle Inferno', 1)]",29150.0,70.1,-37.8019187,144.9563717,15,24847.6,Winter,0,1.45,"five stars great device with so much to offer. i recommend buying from the seller, ""mobiles international llc."" they sent a new and reliable device and honored a warranty for a defective product on olivia's behalf. :)",1
ORD427993,ID3218226975,2019-04-12,Thompson,"[('iStream', 1), ('Thunder line', 2)]",4510.0,80.64,-37.8083698,144.94500469999997,15,3914.14,Autumn,1,0.5123,the best value price ratio xiaomi is the best and this redmi note 7 is the maximum price value,1
ORD048757,ID4061053449,2019-08-07,Bakers,"[('Olivia x460', 2), ('Candle Inferno', 2)]",3310.0,45.42,-37.8097476,144.99315159999998,5,3189.92,Winter,0,0.185,one star it was not,0
ORD326250,ID5080636820,2019-10-28,Nickolson,"[('iAssist Line', 1), ('iStream', 1)]",2375.0,74.1978835795975,-37.8070375,144.9764039,25,1863.51,Spring,0,1.4207,the truth this phone is the truth.,1
ORD088675,ID6167441039,2019-05-04,Thompson,"[('Alcon 10', 2), ('iStream', 1)]",18050.0,82.16,-37.81031,144.9615039,15,15424.66,Autumn,1,1.1625,"xaiomi mastery it,s got a great camera. so far. i am extremely pleased.",1
ORD137246,ID4716795183,2019-08-08,Thompson,"[('iAssist Line', 2), ('Alcon 10', 1), ('Thunder line', 2)]",17760.0,77.4,-37.8190718,144.952464,10,16061.4,Winter,1,0.8558,"great seller great phone, works as expected. no issues with packaging. seller shipped phone quickly and it got here before expected delivery date. thank you.",1
